id,observed_on,time_observed_at,url,image_url,description,latitude,longitude,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
70964581,2018-05-27,2018-05-27 17:47:00 UTC,https://www.inaturalist.org/observations/70964581,https://inaturalist-open-data.s3.amazonaws.com/photos/115455588/medium.jpeg,,49.04130704,-125.6955014,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
70966813,2018-05-28,2018-05-28 21:12:00 UTC,https://www.inaturalist.org/observations/70966813,https://inaturalist-open-data.s3.amazonaws.com/photos/115460261/medium.jpeg,,49.05169666,-125.7079254,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
70966825,2018-05-28,2018-05-28 21:45:00 UTC,https://www.inaturalist.org/observations/70966825,https://inaturalist-open-data.s3.amazonaws.com/photos/115460339/medium.jpeg,,49.05167275,-125.7077847,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
70984969,2018-05-26,2018-05-26 22:02:00 UTC,https://www.inaturalist.org/observations/70984969,https://inaturalist-open-data.s3.amazonaws.com/photos/115495184/medium.jpeg,,49.0141162,-125.6704068,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71017549,2017-07-02,2017-07-03 03:41:00 UTC,https://www.inaturalist.org/observations/71017549,https://inaturalist-open-data.s3.amazonaws.com/photos/115554034/medium.jpeg,,55.08037839,-126.271001,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71101021,2019-08-16,2019-08-16 18:24:17 UTC,https://www.inaturalist.org/observations/71101021,https://inaturalist-open-data.s3.amazonaws.com/photos/115704603/medium.jpeg,Watched it swim in the lake to cool off for 5 minutes or so. Cell phone picture through the binoculars didn't turn out so well haha,49.50193465,-125.5934135,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71191129,2021-03-12,2021-03-12 17:16:51 UTC,https://www.inaturalist.org/observations/71191129,https://inaturalist-open-data.s3.amazonaws.com/photos/115866557/medium.jpeg,,49.2175,-121.8658333,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71191859,2021-03-13,2021-03-13 21:00:00 UTC,https://www.inaturalist.org/observations/71191859,https://inaturalist-open-data.s3.amazonaws.com/photos/115868054/medium.jpg,,53.25791871,-132.073669,Haida Gwaii Black Bear,Ursus americanus carlottae,Haida Gwaii Black Bear,Mammalia,132831,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,Ursus americanus carlottae,,
71203594,2005-07-20,2005-07-20 10:42:00 UTC,https://www.inaturalist.org/observations/71203594,https://inaturalist-open-data.s3.amazonaws.com/photos/115887900/medium.jpg,#NAME?,50.96361652,-115.9552002,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71394351,2017-09-24,2017-09-24 22:53:00 UTC,https://www.inaturalist.org/observations/71394351,https://inaturalist-open-data.s3.amazonaws.com/photos/116232890/medium.jpg,,54.70485715,-127.1474494,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71449291,2021-03-17,2021-03-17 19:02:00 UTC,https://www.inaturalist.org/observations/71449291,https://inaturalist-open-data.s3.amazonaws.com/photos/116327838/medium.jpeg,Hey @jbindernagel -- do you have a system for distinguishing between bear and cougar claw marks? Not sure if cougars even do this. ,49.67932562,-125.1203538,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71471305,2021-02-16,2021-02-16 21:57:00 UTC,https://www.inaturalist.org/observations/71471305,https://inaturalist-open-data.s3.amazonaws.com/photos/116368865/medium.jpeg,,49.78270491,-119.170573,Carnivorans,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71483369,2009-07-31,2009-07-31 18:31:00 UTC,https://www.inaturalist.org/observations/71483369,https://inaturalist-open-data.s3.amazonaws.com/photos/116391046/medium.jpeg,,49.6506376,-125.4493906,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71522174,2019-06-03,2019-06-04 03:32:00 UTC,https://www.inaturalist.org/observations/71522174,https://inaturalist-open-data.s3.amazonaws.com/photos/116459410/medium.jpeg,,56.69565926,-121.739147,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71525182,2019-06-23,2019-06-24 03:57:00 UTC,https://www.inaturalist.org/observations/71525182,https://inaturalist-open-data.s3.amazonaws.com/photos/116464372/medium.jpeg,,58.31645405,-129.8927425,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
71699917,2018-10-30,2018-10-30 21:50:00 UTC,https://www.inaturalist.org/observations/71699917,https://static.inaturalist.org/photos/116774882/medium.jpeg,,48.96665097,-125.5624304,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72117962,2021-03-26,2021-03-26 19:00:00 UTC,https://www.inaturalist.org/observations/72117962,https://inaturalist-open-data.s3.amazonaws.com/photos/117525357/medium.jpeg,,49.2991699,-122.6990919,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72220473,2020-07-15,2020-07-16 10:34:00 UTC,https://www.inaturalist.org/observations/72220473,https://inaturalist-open-data.s3.amazonaws.com/photos/117708591/medium.png,,56.101389,-129.3,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72220475,2020-07-15,2020-07-16 03:30:00 UTC,https://www.inaturalist.org/observations/72220475,https://inaturalist-open-data.s3.amazonaws.com/photos/117708645/medium.png,,56.06186212,-129.2689137,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
72323185,2021-03-11,2021-03-12 02:58:00 UTC,https://www.inaturalist.org/observations/72323185,https://inaturalist-open-data.s3.amazonaws.com/photos/117894715/medium.jpeg,,49.22470972,-124.3879345,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72506689,2011-05-28,2011-05-29 00:14:09 UTC,https://www.inaturalist.org/observations/72506689,https://inaturalist-open-data.s3.amazonaws.com/photos/118228057/medium.jpeg,,50.11647951,-122.9573563,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72691647,2005-10-18,2005-10-18 13:37:59 UTC,https://www.inaturalist.org/observations/72691647,https://inaturalist-open-data.s3.amazonaws.com/photos/118561338/medium.jpg,,49.77064411,-122.4944103,Brown Bear,Ursus arctos,Brown Bear,Mammalia,41641,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,,,
72703480,2021-04-02,2021-04-02 17:37:44 UTC,https://www.inaturalist.org/observations/72703480,https://inaturalist-open-data.s3.amazonaws.com/photos/118582378/medium.jpg,"On high knoll look out
",49.30094506,-122.6933249,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72713801,2021-04-02,2021-04-02 19:38:43 UTC,https://www.inaturalist.org/observations/72713801,https://static.inaturalist.org/photos/118603731/medium.jpg,,49.30787035,-122.6970427,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
72751873,2021-04-02,2021-04-02 17:23:13 UTC,https://www.inaturalist.org/observations/72751873,https://inaturalist-open-data.s3.amazonaws.com/photos/118673049/medium.jpg,,53.25861333,-132.0752555,Haida Gwaii Black Bear,Ursus americanus carlottae,Haida Gwaii Black Bear,Mammalia,132831,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,Ursus americanus carlottae,,
72930601,2020-06-07,2020-06-07 07:41:00 UTC,https://www.inaturalist.org/observations/72930601,https://static.inaturalist.org/photos/118994385/medium.jpeg,,49.65676969,-116.9324978,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73073989,2021-03-26,2021-03-26 17:09:00 UTC,https://www.inaturalist.org/observations/73073989,https://inaturalist-open-data.s3.amazonaws.com/photos/119252227/medium.jpeg,,49.29973394,-122.7013194,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73286071,2020-05-16,2020-05-16 19:55:54 UTC,https://www.inaturalist.org/observations/73286071,https://inaturalist-open-data.s3.amazonaws.com/photos/119626581/medium.jpg,,51.00853535,-116.1748021,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
73344276,2019-06-20,2019-06-20 23:04:11 UTC,https://www.inaturalist.org/observations/73344276,https://inaturalist-open-data.s3.amazonaws.com/photos/119726028/medium.jpg,,53.02367783,-119.26638,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73353011,2021-04-06,2021-04-07 00:07:37 UTC,https://www.inaturalist.org/observations/73353011,https://inaturalist-open-data.s3.amazonaws.com/photos/120004847/medium.jpeg,,48.38305556,-123.7055556,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73401411,2017-06-12,2017-06-12 21:32:00 UTC,https://www.inaturalist.org/observations/73401411,https://static.inaturalist.org/photos/119827526/medium.jpg,,53.12920069,-119.3322485,Grizzly Bear,Ursus arctos horribilis,Grizzly Bear,Mammalia,125461,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,Ursus arctos horribilis,,
73406795,2021-04-05,2021-04-05 22:42:00 UTC,https://www.inaturalist.org/observations/73406795,https://inaturalist-open-data.s3.amazonaws.com/photos/121714188/medium.jpg,,49.302567,-122.701434,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73425581,2021-03-31,2021-03-31 17:31:00 UTC,https://www.inaturalist.org/observations/73425581,https://inaturalist-open-data.s3.amazonaws.com/photos/119865605/medium.jpeg,"Kingdom: Animalia
Phylum: Chordata
Class: Mammalia
Order: Carnivora
Family: Ursidae
Genus: Ursus
Species: U. arctos",50.335927,-115.851186,Brown Bear,Ursus arctos,Brown Bear,Mammalia,41641,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus arctos,,,,
73439719,2008-07-07,2008-07-07 19:33:00 UTC,https://www.inaturalist.org/observations/73439719,https://inaturalist-open-data.s3.amazonaws.com/photos/119895505/medium.jpeg,,50.2796651,-124.4356399,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73460011,2020-09-16,2020-09-17 00:34:00 UTC,https://www.inaturalist.org/observations/73460011,https://inaturalist-open-data.s3.amazonaws.com/photos/119932885/medium.jpeg,pdiode: 255,49.23154784,-122.2496706,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73460013,2020-09-15,2020-09-16 02:37:00 UTC,https://www.inaturalist.org/observations/73460013,https://inaturalist-open-data.s3.amazonaws.com/photos/119932901/medium.jpeg,pdiode: 1020,49.23154784,-122.2496706,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73581906,2021-04-09,2021-04-09 23:46:11 UTC,https://www.inaturalist.org/observations/73581906,https://inaturalist-open-data.s3.amazonaws.com/photos/120144329/medium.jpg,,49.07969673,-125.7616039,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73582477,2020-04-23,2020-04-23 20:07:00 UTC,https://www.inaturalist.org/observations/73582477,https://inaturalist-open-data.s3.amazonaws.com/photos/120145518/medium.jpeg,pdiode: 51,49.23154784,-122.2496706,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73627000,2021-04-09,2021-04-09 18:48:00 UTC,https://www.inaturalist.org/observations/73627000,https://inaturalist-open-data.s3.amazonaws.com/photos/120226675/medium.jpg,"American Black Bear
Ursus americanus 

Domain: Eukaryote
Kingdom: Animalia
Phylum: Chordata
Class: Mammalia
Subclass: Theria 
",50.69619667,-115.8985883,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73814198,2020-10-12,2020-10-12 20:11:20 UTC,https://www.inaturalist.org/observations/73814198,https://inaturalist-open-data.s3.amazonaws.com/photos/120562683/medium.jpg,,49.13472297,-125.1473986,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73819655,2021-04-11,2021-04-12 00:52:12 UTC,https://www.inaturalist.org/observations/73819655,https://inaturalist-open-data.s3.amazonaws.com/photos/120572562/medium.jpg,,49.73716263,-125.0387712,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
73989155,2021-04-13,2021-04-13 19:00:00 UTC,https://www.inaturalist.org/observations/73989155,https://static.inaturalist.org/photos/120871510/medium.jpg,"Black bear mother and cub came for an afternoon grass snack 
",48.37998787,-123.850916,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
74204902,2021-04-16,2021-04-17 02:50:57 UTC,https://www.inaturalist.org/observations/74204902,https://static.inaturalist.org/photos/121252282/medium.jpg,Mother and two cubs (this year’s but not that young). ,49.756745,-124.9888217,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
74484072,2021-04-18,2021-04-19 00:50:20 UTC,https://www.inaturalist.org/observations/74484072,https://inaturalist-open-data.s3.amazonaws.com/photos/121739507/medium.jpg,,48.846595,-125.1296778,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
74606154,2016-05-13,2016-05-14 04:08:00 UTC,https://www.inaturalist.org/observations/74606154,https://inaturalist-open-data.s3.amazonaws.com/photos/121954440/medium.jpeg,,54.33618164,-129.2536578,Medvěd baribal,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
74606155,2016-05-22,2016-05-22 19:10:00 UTC,https://www.inaturalist.org/observations/74606155,https://inaturalist-open-data.s3.amazonaws.com/photos/121954588/medium.jpeg,,54.38202789,-129.117027,Medvěd baribal,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
74672207,2018-05-31,2018-05-31 20:43:00 UTC,https://www.inaturalist.org/observations/74672207,https://inaturalist-open-data.s3.amazonaws.com/photos/122069571/medium.jpeg,,49.1529842,-125.9066184,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
74789139,2012-08-07,2012-08-07 21:37:00 UTC,https://www.inaturalist.org/observations/74789139,https://inaturalist-open-data.s3.amazonaws.com/photos/122275459/medium.jpeg,,51.01041911,-117.3581289,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75123312,2021-04-24,2021-04-24 22:05:28 UTC,https://www.inaturalist.org/observations/75123312,https://static.inaturalist.org/photos/122861050/medium.jpeg,,49.29916965,-122.6990921,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75123691,2021-04-24,2021-04-24 22:05:38 UTC,https://www.inaturalist.org/observations/75123691,https://inaturalist-open-data.s3.amazonaws.com/photos/122861514/medium.jpeg,,49.30158553,-122.6982874,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75240233,2021-04-21,2021-04-21 23:51:00 UTC,https://www.inaturalist.org/observations/75240233,https://inaturalist-open-data.s3.amazonaws.com/photos/123062943/medium.jpeg,,49.67336944,-125.5573278,Ursus americanus,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75393046,2021-04-26,2021-04-27 03:19:33 UTC,https://www.inaturalist.org/observations/75393046,https://inaturalist-open-data.s3.amazonaws.com/photos/123337987/medium.jpeg,,49.62921993,-124.0228179,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75515216,2019-07-03,2019-07-04 03:21:21 UTC,https://www.inaturalist.org/observations/75515216,https://inaturalist-open-data.s3.amazonaws.com/photos/123557669/medium.jpg,,49.298375,-122.7020633,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75568150,2017-06-06,2017-06-06 16:03:00 UTC,https://www.inaturalist.org/observations/75568150,https://static.inaturalist.org/photos/123648393/medium.jpeg,,57.2719325,-122.9310158,Medvěd baribal,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75698036,2021-04-29,2021-04-29 21:15:00 UTC,https://www.inaturalist.org/observations/75698036,https://inaturalist-open-data.s3.amazonaws.com/photos/123872142/medium.jpg,I saw his poop first and then talked to him as I walked away!,50.13515838,-122.954488,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75715120,2021-04-29,2021-04-29 16:52:39 UTC,https://www.inaturalist.org/observations/75715120,https://static.inaturalist.org/photos/123903400/medium.jpeg,Full of grass ,50.06825999,-124.7789877,Ours noir,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75734133,2021-04-29,2021-04-29 22:52:00 UTC,https://www.inaturalist.org/observations/75734133,https://inaturalist-open-data.s3.amazonaws.com/photos/123931277/medium.jpg,"Minnekhada Regional Park, Coquitlam, BC, Canada",49.30266833,-122.702215,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75738651,2021-04-26,2021-04-26 22:09:00 UTC,https://www.inaturalist.org/observations/75738651,https://inaturalist-open-data.s3.amazonaws.com/photos/123937074/medium.jpeg,,49.238703,-116.663448,Ours noir,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
75901325,2021-04-30,2021-04-30 18:22:15 UTC,https://www.inaturalist.org/observations/75901325,https://inaturalist-open-data.s3.amazonaws.com/photos/124193634/medium.jpg,,49.29917833,-122.7114667,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
76017483,2020-05-12,2020-05-12 16:29:34 UTC,https://www.inaturalist.org/observations/76017483,https://inaturalist-open-data.s3.amazonaws.com/photos/124380305/medium.jpeg,,50.59592387,-122.8892914,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
76033671,2021-04-30,2021-05-01 02:40:21 UTC,https://www.inaturalist.org/observations/76033671,https://inaturalist-open-data.s3.amazonaws.com/photos/124406562/medium.jpeg,,49.01481372,-117.6045153,Ours noir,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
76183271,2021-05-01,2021-05-01 15:48:39 UTC,https://www.inaturalist.org/observations/76183271,https://inaturalist-open-data.s3.amazonaws.com/photos/124632200/medium.jpg,Not a direct animal sighting but...,49.30286933,-122.7039984,Ours noir,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
76245887,2019-04-24,,https://www.inaturalist.org/observations/76245887,https://inaturalist-open-data.s3.amazonaws.com/photos/124730078/medium.jpeg,,50.54781051,-122.9605011,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
76293797,2021-05-01,2021-05-01 13:20:24 UTC,https://www.inaturalist.org/observations/76293797,https://static.inaturalist.org/photos/124805082/medium.jpeg,,55.99973056,-129.0942444,American Black Bear,Ursus americanus,American Black Bear,Mammalia,41638,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Ursidae,Ursinae,,,,Ursus,,Ursus americanus,,,,
